agent/lsp/client.py	text	1029	42125
agent/lsp/eventlog.py	text	233	8500
agent/lsp/install.py	text	412	15106
agent/lsp/manager.py	text	744	30622
agent/lsp/protocol.py	text	196	6758
agent/lsp/range_shift.py	text	149	6073
agent/lsp/reporter.py	text	130	4837
agent/lsp/servers.py	text	1187	39694
agent/lsp/workspace.py	text	223	7763
agent/manual_compression_feedback.py	text	120	4540
agent/markdown_tables.py	text	309	10258
agent/memory_manager.py	text	1241	50027
agent/memory_provider.py	text	357	15271
agent/message_content.py	text	50	1347
agent/message_sanitization.py	text	852	36479
agent/moa_loop.py	text	2384	117098
agent/moa_trace.py	text	167	7184
agent/model_metadata.py	text	3370	147818
agent/models_dev.py	text	903	32807
agent/monitoring/__init__.py	text	29	956
agent/monitoring/cron_health.py	text	201	6903
agent/monitoring/emitter.py	text	211	7587
agent/monitoring/events.py	text	86	2442
agent/monitoring/gateway_health.py	text	469	18277
agent/monitoring/gateway_health_export.py	text	643	24426
agent/monitoring/otlp_exporter.py	text	272	10690
agent/monitoring/policy.py	text	57	2096
agent/monitoring/redaction.py	text	71	2938
agent/moonshot_schema.py	text	269	11192
agent/nous_rate_guard.py	text	325	11108
agent/onboarding.py	text	266	10941
agent/oneshot.py	text	158	6245
agent/outbound_webhooks.py	text	569	20126
agent/pet/__init__.py	text	51	1929
agent/pet/constants.py	text	167	6453
agent/pet/generate/__init__.py	text	29	882
agent/pet/generate/atlas.py	text	1183	48463
agent/pet/generate/imagegen.py	text	251	10160
agent/pet/generate/orchestrate.py	text	358	16294
agent/pet/generate/prompts.py	text	183	10142
agent/pet/manifest.py	text	165	5318
agent/pet/render.py	text	682	28183
agent/pet/state.py	text	81	2911
agent/pet/store.py	text	503	16989
agent/plugin_llm.py	text	1046	38679
agent/portal_tags.py	text	144	6450
agent/process_bootstrap.py	text	227	7497
agent/prompt_builder.py	text	2206	109195
agent/prompt_caching.py	text	393	14845
agent/proxy_sources/__init__.py	text	8	292
agent/proxy_sources/iron_proxy.py	text	2494	100803
agent/rate_limit_tracker.py	text	246	8458
agent/reactions.py	text	56	2153
agent/reasoning_timeouts.py	text	231	10552
agent/redact.py	text	1008	46085
agent/relay_llm.py	text	1239	45210
agent/relay_runtime.py	text	1036	36543
agent/relay_tools.py	text	123	3914
agent/replay_cleanup.py	text	323	14144
agent/retry_utils.py	text	208	8224
agent/runtime_cwd.py	text	100	3642
agent/secret_scope.py	text	293	12824
agent/secret_sources/__init__.py	text	41	1790
agent/secret_sources/_cache.py	text	215	7802
agent/secret_sources/base.py	text	336	14428
agent/secret_sources/bitwarden.py	text	1048	40993
agent/secret_sources/command.py	text	501	19428
agent/secret_sources/onepassword.py	text	682	25606
agent/secret_sources/registry.py	text	470	17819
agent/session_activity.py	text	106	4212
agent/shell_hooks.py	text	930	33916
agent/skill_bundles.py	text	438	14882
agent/skill_commands.py	text	812	32915
agent/skill_preprocessing.py	text	144	5045
agent/skill_utils.py	text	934	35762
agent/ssl_guard.py	text	95	3181
agent/ssl_verify.py	text	63	2030
agent/stream_diag.py	text	280	9877
agent/stream_single_writer.py	text	70	2890
agent/subagent_lifecycle.py	text	540	20201
agent/subdirectory_hints.py	text	340	13303
agent/subscription_view.py	text	507	20244
agent/system_prompt.py	text	685	31841
agent/think_scrubber.py	text	396	16068
agent/thinking_timeout_guidance.py	text	136	6416
agent/thread_scoped_output.py	text	147	5779
agent/title_generator.py	text	402	16430
agent/tool_dispatch_helpers.py	text	732	28048
agent/tool_executor.py	text	2403	109524
agent/tool_guardrails.py	text	632	24908
agent/tool_result_classification.py	text	40	1336
agent/trace_upload.py	text	398	14614
agent/trajectory.py	text	56	2028
agent/transcription_provider.py	text	193	6894
agent/transcription_registry.py	text	124	4159
agent/transports/__init__.py	text	68	2017
agent/transports/anthropic.py	text	251	11261
agent/transports/base.py	text	89	3024
agent/transports/bedrock.py	text	154	5459
agent/transports/chat_completions.py	text	895	40709
agent/transports/codex.py	text	672	31398
agent/transports/codex_app_server.py	text	418	16060
agent/transports/codex_app_server_session.py	text	1292	55243
agent/transports/codex_event_projector.py	text	314	12898
agent/transports/hermes_tools_mcp_server.py	text	284	10817
agent/transports/types.py	text	174	6332
agent/tts_provider.py	text	274	10331
agent/tts_registry.py	text	134	4428
agent/turn_context.py	text	1275	61115
agent/turn_finalizer.py	text	756	37328
agent/turn_retry_state.py	text	92	4921
agent/turn_summary.py	text	310	11180
agent/usage_pricing.py	text	1432	56902
agent/verification_evidence.py	text	649	20604
agent/verification_stop.py	text	273	9806
agent/verify_hooks.py	text	69	2645
agent/vertex_adapter.py	text	228	9316
agent/video_gen_provider.py	text	590	21750
agent/video_gen_registry.py	text	133	4613
agent/web_search_provider.py	text	211	7469
agent/web_search_registry.py	text	304	11772
apps/bootstrap-installer/.gitignore	text	40	602
apps/bootstrap-installer/eslint.config.mjs	text	5	84
apps/bootstrap-installer/index.html	text	12	350
apps/bootstrap-installer/package.json	text	51	1555
apps/bootstrap-installer/public/nous-girl.jpg	binary	0	20026
apps/bootstrap-installer/src-tauri/Cargo.toml	text	79	2293
apps/bootstrap-installer/src-tauri/build.rs	text	190	7706
apps/bootstrap-installer/src-tauri/capabilities/default.json	text	17	618
apps/bootstrap-installer/src-tauri/hermes-setup.manifest	text	75	3219
apps/bootstrap-installer/src-tauri/icons/128x128.png	binary	0	689840
apps/bootstrap-installer/src-tauri/icons/128x128@2x.png	binary	0	689840
apps/bootstrap-installer/src-tauri/icons/32x32.png	binary	0	689840
apps/bootstrap-installer/src-tauri/icons/icon.icns	binary	0	1506150
apps/bootstrap-installer/src-tauri/icons/icon.ico	binary	0	79558
apps/bootstrap-installer/src-tauri/src/bootstrap.rs	text	1120	39330
apps/bootstrap-installer/src-tauri/src/events.rs	text	112	3808
apps/bootstrap-installer/src-tauri/src/install_script.rs	text	502	17927
apps/bootstrap-installer/src-tauri/src/lib.rs	text	232	9095
apps/bootstrap-installer/src-tauri/src/main.rs	text	19	765
apps/bootstrap-installer/src-tauri/src/paths.rs	text	216	8238
apps/bootstrap-installer/src-tauri/src/powershell.rs	text	553	19376
apps/bootstrap-installer/src-tauri/src/update.rs	text	1641	63727
apps/bootstrap-installer/src-tauri/tauri.conf.json	text	68	1717
apps/bootstrap-installer/src/app.tsx	text	36	1151
apps/bootstrap-installer/src/components/brand-mark.tsx	text	13	598
apps/bootstrap-installer/src/components/button.tsx	text	81	3505
apps/bootstrap-installer/src/components/hackery-button.tsx	text	36	1378
apps/bootstrap-installer/src/components/loader.tsx	text	136	4299
apps/bootstrap-installer/src/lib/utils.ts	text	12	402
apps/bootstrap-installer/src/main.tsx	text	18	498
apps/bootstrap-installer/src/routes/failure.tsx	text	76	2604
apps/bootstrap-installer/src/routes/progress.tsx	text	210	7988
apps/bootstrap-installer/src/routes/success.tsx	text	80	2887
apps/bootstrap-installer/src/routes/welcome.tsx	text	48	1849
apps/bootstrap-installer/src/store.ts	text	484	14095
apps/bootstrap-installer/src/styles.css	text	88	3453
apps/bootstrap-installer/src/theme.ts	text	51	2011
apps/bootstrap-installer/src/vite-env.d.ts	text	1	38
apps/bootstrap-installer/tsconfig.json	text	25	638
apps/bootstrap-installer/tsconfig.node.json	text	11	233
apps/bootstrap-installer/vite.config.ts	text	46	1073
apps/desktop/AGENTS.md	text	202	10697
apps/desktop/DESIGN.md	text	337	17501
apps/desktop/README.md	text	216	9205
apps/desktop/assets/icon.icns	binary	0	574273
apps/desktop/assets/icon.ico	binary	0	96648
apps/desktop/assets/icon.png	binary	0	574273
apps/desktop/components.json	text	21	427
apps/desktop/e2e/boot-failure.spec.ts	text	53	1581
apps/desktop/e2e/boot.spec.ts	text	63	2124
apps/desktop/e2e/chat.spec.ts	text	138	5577
apps/desktop/e2e/correction-session-switch.spec.ts	text	249	10425
apps/desktop/e2e/fix-electron-tracing.ts	text	72	3118
apps/desktop/e2e/fixtures.ts	text	735	23994
apps/desktop/e2e/hidden-history-messages.spec.ts	text	147	4846
apps/desktop/e2e/image-attachment-resume.spec.ts	text	197	7862
apps/desktop/e2e/interim-messages.spec.ts	text	215	7609
apps/desktop/e2e/large-session-resume.spec.ts	text	255	9822
apps/desktop/e2e/launch-packaged-app.spec.ts	text	88	2627
apps/desktop/e2e/mock-backend-setup.spec.ts	text	87	2959
apps/desktop/e2e/mock-server.ts	text	869	30494
apps/desktop/e2e/onboarding.spec.ts	text	76	2227
apps/desktop/e2e/queue-turn-boundary.spec.ts	text	119	4247
apps/desktop/e2e/real-session-builder.ts	text	239	8134
apps/desktop/e2e/right-pane.spec.ts	text	138	4067
apps/desktop/e2e/session-compression-and-queue-stop.spec.ts	text	139	5881
apps/desktop/e2e/sidebar-states.spec.ts	text	268	10756
apps/desktop/e2e/submit-drift.spec.ts	text	75	2409
apps/desktop/e2e/test.ts	text	166	5841
apps/desktop/e2e/tile-unread-bug.spec.ts	text	240	10398
apps/desktop/e2e/visual-snapshot.ts	text	150	6076
apps/desktop/e2e/warm-resume-jitter.spec.ts	text	460	17311
apps/desktop/e2e/worktree-branch-status.spec.ts	text	243	9409
apps/desktop/electron/active-runtime-state.test.ts	text	60	2473
apps/desktop/electron/active-runtime-state.ts	text	58	1601
apps/desktop/electron/backend-child.ts	text	55	1933
apps/desktop/electron/backend-command.test.ts	text	65	2253
apps/desktop/electron/backend-command.ts	text	48	1999
apps/desktop/electron/backend-connection-state.test.ts	text	70	2328
apps/desktop/electron/backend-connection-state.ts	text	84	1932
apps/desktop/electron/backend-env.test.ts	text	191	7023
apps/desktop/electron/backend-env.ts	text	161	4957
apps/desktop/electron/backend-health.test.ts	text	340	10492
apps/desktop/electron/backend-health.ts	text	169	6508
apps/desktop/electron/backend-probes.test.ts	text	127	5118
apps/desktop/electron/backend-probes.ts	text	221	7167
apps/desktop/electron/backend-ready.test.ts	text	218	7386
apps/desktop/electron/backend-ready.ts	text	206	5864
apps/desktop/electron/backend-start-failure.test.ts	text	52	2531
apps/desktop/electron/backend-start-failure.ts	text	72	3331
apps/desktop/electron/bootstrap-platform.test.ts	text	86	4212
apps/desktop/electron/bootstrap-platform.ts	text	110	3505
apps/desktop/electron/bootstrap-repair-guard.test.ts	text	109	2940
apps/desktop/electron/bootstrap-repair-guard.ts	text	121	5052
apps/desktop/electron/bootstrap-runner.test.ts	text	274	8459
apps/desktop/electron/bootstrap-runner.ts	text	1037	30123
apps/desktop/electron/connection-apply.test.ts	text	100	3101
apps/desktop/electron/connection-apply.ts	text	57	954
apps/desktop/electron/connection-config.test.ts	text	700	26349
apps/desktop/electron/connection-config.ts	text	589	19764
apps/desktop/electron/crash-forensics.test.ts	text	70	2261
apps/desktop/electron/crash-forensics.ts	text	51	1727
apps/desktop/electron/dashboard-token.test.ts	text	147	5443
apps/desktop/electron/dashboard-token.ts	text	112	3574
apps/desktop/electron/desktop-electron-pin.test.ts	text	109	4111
apps/desktop/electron/desktop-installation.test.ts	text	105	3693
apps/desktop/electron/desktop-installation.ts	text	137	3334
apps/desktop/electron/desktop-uninstall.test.ts	text	251	9599
apps/desktop/electron/desktop-uninstall.ts	text	268	9366
apps/desktop/electron/dev-cdp.test.ts	text	94	3829
apps/desktop/electron/dev-cdp.ts	text	108	3958
apps/desktop/electron/embed-referer.ts	text	48	1195
apps/desktop/electron/entitlements.mac.inherit.plist	text	16	510
apps/desktop/electron/entitlements.mac.plist	text	16	510
apps/desktop/electron/event-dedupe.test.ts	text	37	1249
apps/desktop/electron/event-dedupe.ts	text	32	1147
apps/desktop/electron/find-git-bash.test.ts	text	54	1559
apps/desktop/electron/find-git-bash.ts	text	67	1956
apps/desktop/electron/find-in-page.test.ts	text	222	8536
apps/desktop/electron/find-in-page.ts	text	120	4378
apps/desktop/electron/first-run-setup-gate.test.ts	text	133	4230
apps/desktop/electron/first-run-setup-gate.ts	text	146	3638
apps/desktop/electron/first-run-setup-main-process.test.ts	text	119	4067
apps/desktop/electron/fs-read-dir.test.ts	text	375	11163
apps/desktop/electron/fs-read-dir.ts	text	111	3053
apps/desktop/electron/gateway-ws-probe.test.ts	text	134	4550
apps/desktop/electron/gateway-ws-probe.ts	text	227	6358
apps/desktop/electron/git-repo-scan.test.ts	text	79	2570
apps/desktop/electron/git-repo-scan.ts	text	168	5091
apps/desktop/electron/git-review-ops.test.ts	text	119	3695
apps/desktop/electron/git-review-ops.ts	text	725	22401
apps/desktop/electron/git-root.test.ts	text	42	1440
apps/desktop/electron/git-root.ts	text	50	987
apps/desktop/electron/git-worktree-ops.test.ts	text	437	15877
apps/desktop/electron/git-worktree-ops.ts	text	518	15253
apps/desktop/electron/hardening.test.ts	text	354	12165
apps/desktop/electron/hardening.ts	text	366	11049
apps/desktop/electron/link-title-window.test.ts	text	130	3589
apps/desktop/electron/link-title-window.ts	text	75	2716
apps/desktop/electron/main-window-lifecycle.test.ts	text	72	1608
apps/desktop/electron/main-window-lifecycle.ts	text	28	667
apps/desktop/electron/main.ts	text	12038	421582
apps/desktop/electron/native-auth-decisions.test.ts	text	132	5398
apps/desktop/electron/native-auth-decisions.ts	text	144	6206
apps/desktop/electron/native-oauth-login.test.ts	text	173	5305
apps/desktop/electron/native-oauth-login.ts	text	215	7212
apps/desktop/electron/native-oauth.test.ts	text	225	7960
apps/desktop/electron/native-oauth.ts	text	239	8683
apps/desktop/electron/native-token-store.test.ts	text	423	16103
apps/desktop/electron/native-token-store.ts	text	165	6344
apps/desktop/electron/oauth-net-request.test.ts	text	39	1032
apps/desktop/electron/oauth-net-request.ts	text	17	526
apps/desktop/electron/power-save.test.ts	text	58	1674
apps/desktop/electron/power-save.ts	text	50	1412
apps/desktop/electron/preload.ts	text	355	19300
apps/desktop/electron/primary-backend-startup.test.ts	text	110	4458
apps/desktop/electron/primary-backend-startup.ts	text	65	2365
apps/desktop/electron/primary-connection-rehome.ts	text	35	1146
apps/desktop/electron/profile-delete-routing.test.ts	text	82	3602
apps/desktop/electron/profile-delete-routing.ts	text	95	2858
apps/desktop/electron/profile-session-routing.test.ts	text	30	1055
apps/desktop/electron/profile-session-routing.ts	text	19	600
apps/desktop/electron/quick-entry.test.ts	text	240	9226
apps/desktop/electron/quick-entry.ts	text	421	11660
apps/desktop/electron/quit-guard.test.ts	text	62	2369
apps/desktop/electron/quit-guard.ts	text	92	2980
apps/desktop/electron/remote-lifecycle.test.ts	text	1093	36433
apps/desktop/electron/remote-lifecycle.ts	text	907	27357
apps/desktop/electron/remote-liveness.test.ts	text	353	13532
apps/desktop/electron/remote-liveness.ts	text	244	7758
apps/desktop/electron/session-windows.test.ts	text	223	7146
apps/desktop/electron/session-windows.ts	text	162	6345
apps/desktop/electron/spawn-helper-perms.test.ts	text	159	4926
apps/desktop/electron/spawn-helper-perms.ts	text	122	4064
apps/desktop/electron/ssh-bootstrap-coordinator.test.ts	text	193	5241
apps/desktop/electron/ssh-bootstrap-coordinator.ts	text	131	3301
apps/desktop/electron/ssh-config.test.ts	text	104	3424
apps/desktop/electron/ssh-config.ts	text	175	3789
apps/desktop/electron/ssh-connection.test.ts	text	866	31195
apps/desktop/electron/ssh-connection.ts	text	921	27404
apps/desktop/electron/stream-throttle.test.ts	text	152	3920
apps/desktop/electron/stream-throttle.ts	text	119	3652
apps/desktop/electron/titlebar-overlay-width.test.ts	text	55	2345
apps/desktop/electron/titlebar-overlay-width.ts	text	42	1783
apps/desktop/electron/update-count.test.ts	text	128	3416
apps/desktop/electron/update-count.ts	text	30	1476
apps/desktop/electron/update-gate.test.ts	text	144	4282
apps/desktop/electron/update-gate.ts	text	95	3222
apps/desktop/electron/update-marker.test.ts	text	179	6923
apps/desktop/electron/update-marker.ts	text	182	6890
apps/desktop/electron/update-rebuild.test.ts	text	65	1958
apps/desktop/electron/update-rebuild.ts	text	29	906
apps/desktop/electron/update-relaunch.test.ts	text	244	9838
apps/desktop/electron/update-relaunch.ts	text	314	11383
apps/desktop/electron/update-remote.test.ts	text	79	4109
apps/desktop/electron/update-remote.ts	text	65	2112
apps/desktop/electron/updater-process.test.ts	text	167	4827
apps/desktop/electron/updater-process.ts	text	141	5359
apps/desktop/electron/venv-blocker-scan.test.ts	text	218	7031
apps/desktop/electron/venv-blocker-scan.ts	text	214	6362
apps/desktop/electron/vscode-marketplace.test.ts	text	113	4152
apps/desktop/electron/vscode-marketplace.ts	text	337	11149
apps/desktop/electron/wake-indicator-window.ts	text	174	3873
apps/desktop/electron/wake-indicator.test.ts	text	143	3700
apps/desktop/electron/wake-indicator.ts	text	34	1089
apps/desktop/electron/window-state.test.ts	text	157	5753
apps/desktop/electron/window-state.ts	text	148	4312
apps/desktop/electron/windows-child-options.test.ts	text	132	4226
apps/desktop/electron/windows-child-options.ts	text	37	1616
apps/desktop/electron/windows-hermes-path.test.ts	text	214	8702
apps/desktop/electron/windows-hermes-path.ts	text	291	9557
apps/desktop/electron/windows-remote-lifecycle.test.ts	text	149	5161
apps/desktop/electron/windows-remote-lifecycle.ts	text	462	13863
apps/desktop/electron/windows-remote-live.test.ts	text	106	3995
apps/desktop/electron/windows-sandbox-fallback.test.ts	text	366	11501
apps/desktop/electron/windows-sandbox-fallback.ts	text	394	12546
apps/desktop/electron/windows-system-ca.test.ts	text	96	2476
apps/desktop/electron/windows-system-ca.ts	text	53	1430
apps/desktop/electron/windows-user-env.test.ts	text	87	3532
apps/desktop/electron/windows-user-env.ts	text	99	3009
apps/desktop/electron/workspace-cwd.test.ts	text	34	1185
apps/desktop/electron/workspace-cwd.ts	text	34	767
apps/desktop/electron/wsl-clipboard-image.test.ts	text	124	4117
apps/desktop/electron/wsl-clipboard-image.ts	text	102	3606
apps/desktop/electron/wsl-path-bridge.test.ts	text	41	2003
apps/desktop/electron/wsl-path-bridge.ts	text	137	4237
apps/desktop/electron/zoom.test.ts	text	221	6662
apps/desktop/electron/zoom.ts	text	117	3974
apps/desktop/eslint.config.mjs	text	81	3588
apps/desktop/index.html	text	39	1676
apps/desktop/package.json	text	275	10270
apps/desktop/playwright.config.ts	text	63	2435
apps/desktop/pr-assets/session-source-folders.png	binary	0	788308
apps/desktop/preview-demo.html	text	65	1959
apps/desktop/public/apple-touch-icon.png	binary	0	541053
apps/desktop/public/ds-assets/filler-bg0.jpg	binary	0	3871968
apps/desktop/public/hermes-frames/hermes-frame-0.png	binary	0	135394
apps/desktop/public/hermes-frames/hermes-frame-1.png	binary	0	117575
apps/desktop/public/hermes-frames/hermes-frame-2.png	binary	0	111811
apps/desktop/public/hermes-frames/hermes-frame-3.png	binary	0	78092
apps/desktop/public/hermes-frames/hermes-frame-4.png	binary	0	119430
apps/desktop/public/hermes-frames/hermes-frame-5.png	binary	0	99006
apps/desktop/public/hermes-frames/hermes-frame-6.png	binary	0	99409
apps/desktop/public/hermes-frames/hermes-frame-7.png	binary	0	94075
apps/desktop/public/hermes-sprite.png	binary	0	904171
apps/desktop/public/hermes.png	binary	0	1378595
apps/desktop/public/nous-girl.jpg	binary	0	20026
apps/desktop/scripts/.gitignore	text	1	16
apps/desktop/scripts/after-pack.mjs	text	41	1732
apps/desktop/scripts/assert-dist-built.mjs	text	69	2840
apps/desktop/scripts/assert-dist-built.test.mjs	text	84	2972
apps/desktop/scripts/assert-root-install.mjs	text	11	292
apps/desktop/scripts/before-build.mjs	text	11	506
apps/desktop/scripts/before-pack.mjs	text	154	7434
apps/desktop/scripts/before-pack.test.mjs	text	155	6645
apps/desktop/scripts/bundle-electron-main.mjs	text	65	2154
apps/desktop/scripts/click-session.mjs	text	51	1825
apps/desktop/scripts/dev-mock.mjs	text	237	8214
apps/desktop/scripts/dev-no-hmr.mjs	text	22	928
apps/desktop/scripts/diag-code-live.mjs	text	25	1079
apps/desktop/scripts/diag-drag-churn.mjs	text	158	5946
apps/desktop/scripts/diag-drag-trace.mjs	text	217	7273
apps/desktop/scripts/diag-jump.mjs	text	115	4253
apps/desktop/scripts/diag-key-latency.mjs	text	47	2016
apps/desktop/scripts/diag-live-state.mjs	text	21	856
apps/desktop/scripts/diag-overlay-ab.mjs	text	61	2905
apps/desktop/scripts/diag-overlay-churn.mjs	text	161	5509
apps/desktop/scripts/diag-overlay-full.mjs	text	201	6878
apps/desktop/scripts/diag-overlay-sweep.mjs	text	110	4249
apps/desktop/scripts/diag-real-loop.mjs	text	149	6670
apps/desktop/scripts/diag-ro-storm.mjs	text	170	6167
apps/desktop/scripts/diag-scroll-reset.mjs	text	229	10302
apps/desktop/scripts/diag-sidebar-dom.mjs	text	27	1029
apps/desktop/scripts/diag-switch-autopsy.mjs	text	52	1841
apps/desktop/scripts/diag-switch-trace.mjs	text	74	2441
apps/desktop/scripts/eval.mjs	text	46	1780
apps/desktop/scripts/gen-share-codes.ts	text	171	7263
apps/desktop/scripts/live-drive.mjs	text	290	11436
apps/desktop/scripts/notarize-artifact.mjs	text	77	2616
apps/desktop/scripts/notarize.mjs	text	100	3103
apps/desktop/scripts/patch-electron-builder-mac-binary.mjs	text	64	3297
apps/desktop/scripts/perf/README.md	text	93	4890
apps/desktop/scripts/perf/baseline.json	text	79	2203
apps/desktop/scripts/perf/lib/baseline.mjs	text	84	2599
apps/desktop/scripts/perf/lib/cdp.mjs	text	202	6136
apps/desktop/scripts/perf/lib/launch.mjs	text	418	14262
apps/desktop/scripts/perf/lib/stats.mjs	text	89	2700
apps/desktop/scripts/perf/run.mjs	text	221	7991
apps/desktop/scripts/perf/scenarios/cold-start.mjs	text	18	919
apps/desktop/scripts/perf/scenarios/first-token.mjs	text	84	2909
apps/desktop/scripts/perf/scenarios/idle-cost.mjs	text	284	11504
apps/desktop/scripts/perf/scenarios/index.mjs	text	39	1423
apps/desktop/scripts/perf/scenarios/keystroke.mjs	text	99	3249
apps/desktop/scripts/perf/scenarios/multitab.mjs	text	246	9328
apps/desktop/scripts/perf/scenarios/profile-switch.mjs	text	60	2136
apps/desktop/scripts/perf/scenarios/render-churn.mjs	text	259	10102
apps/desktop/scripts/perf/scenarios/right-pane.mjs	text	315	11995
apps/desktop/scripts/perf/scenarios/session-load.mjs	text	136	4297
apps/desktop/scripts/perf/scenarios/session-switch.mjs	text	80	2401
apps/desktop/scripts/perf/scenarios/stream-history.mjs	text	18	721
apps/desktop/scripts/perf/scenarios/stream.mjs	text	215	8003
