notes/r10-raw-native-vendor.md	E-runtime	SyntaxError: unterminated string literal (detected at line 13)	cd /home/user/hermes-study && python3 - <<'PY' import re from pathlib import Path note = Path('notes/r10-raw-native-vendor.md').read_text().splitlines
notes/r10-raw-ui-tui-components.md	B-deadpath	ls: cannot access 'src/lib/': No such file or directory	# ◇1/◇2 复核(bash,在 /home/user/hermes-agent/ui-tui 下跑;不落临时文件) # 只在磁盘上、README File map 未列的组件(应打出 12 个) comm -13 <(sed -n '377,401p' README.md | grep -oE 
notes/r10-raw-ui-tui-core.md	B-deadpath	FileNotFoundError: [Errno 2] No such file or directory: '/tmp/handled.txt'	cd /home/user/hermes-agent python3 - <<'PY' import re, glob # 1) tui_gateway 直接发出的事件名(_emit/_event_frame/_block/_broadcast_global_event/_voice_emit,含跨
notes/r10b-raw-build-package.md	B-deadpath	ls: cannot access 'apps/desktop/../scripts/dev-sandbox.sh': No such file or directory	cd /home/user/hermes-agent && git ls-files | grep -i dev-sandbox # scripts/dev-sandbox.sh cd /home/user/hermes-agent && ls apps/desktop/../scripts/dev
notes/r10b-raw-build-package.md	B-deadpath	bash: line 2: cd: apps/desktop: No such file or directory	# 通用形式:在任意已 `npm ci`(仓库根)的 hermes-agent 检出里执行 —— cd apps/desktop && npx vitest run --project electron scripts/ # 本轮实测用的是主线备好的、基线之外的副本(避免在只读基线里产生 node 
notes/r10b-raw-build-package.md	B-deadpath	bash: line 1: cd: apps/desktop: No such file or directory	cd apps/desktop && npx vitest run --project electron # Test Files 78 passed | 1 skipped (79) # Tests 938 passed | 2 skipped (940)
notes/r10b-raw-capability-panels.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui src/contrib src/plugins src/app/contrib src/app/skills src/app/starmap
notes/r10b-raw-capability-panels.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui src/app/skills/index.test.tsx
notes/r10b-raw-chat-composer.md	OTHER	Please check for typing mistakes in the pattern.	cd /home/user/r10b-ts/hermes-agent/apps/desktop npx eslint $(sed 's|^apps/desktop/||' /home/user/hermes-study/data/r10b/slices/A.txt | tr '\n' ' ')
notes/r10b-raw-chat-composer.md	OTHER	    at CAC.run (file:///root/.npm/_npx/69c381f8ad94b576/node_modules/vitest/dist/chunks/cac.DdICfEr1.js:2318:2	cd /home/user/r10b-ts/hermes-agent/apps/desktop npx vitest run --project ui src/app/chat/composer src/app/chat/right-rail \ src/app/chat/hooks src/app
notes/r10b-raw-i18n-l3.md	E-runtime	Node.js v22.22.2	# 需要一个装了 typescript 的 checkout 提供 NODE_PATH(R10B 的 TS 副本即可) NODE_PATH=/home/user/r10b-ts/hermes-agent/node_modules \ node /home/user/hermes-study/data
notes/r10b-raw-i18n-l3.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui src/i18n/
notes/r10b-raw-lib-themes.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui --testTimeout=180000 src/lib/markdown-blocks.test.ts # Test Files 1 pas
notes/r10b-raw-message-render.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui \ src/components/assistant-ui src/components/chat src/app/right-sidebar
notes/r10b-raw-message-render.md	B-deadpath	grep: src/app/right-sidebar: No such file or directory	# 目录下的测试文件总数,应等于 vitest 报的 53 cd /home/user/r10b-ts/hermes-agent/apps/desktop && \ find src/components/assistant-ui src/components/chat src/app/right-
notes/r10b-raw-pane-shell-ui.md	OTHER	    at CAC.run (file:///root/.npm/_npx/69c381f8ad94b576/node_modules/vitest/dist/chunks/cac.DdICfEr1.js:2318:2	cd /home/user/r10b-ts/hermes-agent/apps/desktop npx vitest run --project ui src/components/pane-shell src/components/ui src/app/shell
notes/r10b-raw-settings-billing.md	OTHER	    at CAC.run (file:///root/.npm/_npx/69c381f8ad94b576/node_modules/vitest/dist/chunks/cac.DdICfEr1.js:2318:2	cd /home/user/r10b-ts/hermes-agent/apps/desktop npx vitest run --project ui \ src/app/settings src/app/profiles src/app/gateway/hooks \ src/lib/gatewa
notes/r10b-raw-settings-billing.md	B-deadpath	grep: apps/shared/src: No such file or directory	cd /home/user/r10b-ts/hermes-agent grep -rn "describe\.skip\|it\.skip\|test\.skip\|\.todo(" \ apps/desktop/src/app/settings apps/desktop/src/app/profi
notes/r10b-raw-shell-overlays.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui \ src/app/artifacts/index.test.ts src/app/cron/blueprints.test.ts src/a
notes/r10b-raw-store-state.md	B-deadpath	bash: line 1: cd: /home/user/r10b-ts/hermes-agent/apps/desktop: No such file or directory	cd /home/user/r10b-ts/hermes-agent/apps/desktop && npx vitest run --project ui src/store
notes/r11b-raw-notes-citation-cleanup.md	E-runtime	SyntaxError: unterminated string literal (detected at line 5)	cd /home/user/hermes-study && python3 - <<'PY' import re from pathlib import Path REPO = Path("/home/user/hermes-agent") GUT = re.compile(r"^(\d{1,6})
