file	line	path	start	class	gate	detail
notes/r10b-raw-shell-overlays.md	616	use-config-record.ts	4	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-config-record.ts
notes/r10b-raw-shell-overlays.md	616	use-debounced.ts	1	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-debounced.ts
notes/r10b-raw-shell-overlays.md	616	use-keybinds.ts	2	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-keybinds.ts
notes/r10b-raw-shell-overlays.md	616	use-on-profile-switch.ts	1	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-on-profile-switch.ts
notes/r10b-raw-shell-overlays.md	617	use-refresh-hotkey.ts	1	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-refresh-hotkey.ts
notes/r10b-raw-shell-overlays.md	617	use-route-enum-param.ts	1	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-route-enum-param.ts
notes/r10b-raw-shell-overlays.md	617	use-route-overlay-active.ts	1	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/hooks/use-route-overlay-active.ts
notes/r10b-raw-shell-overlays.md	1330	app/settings/model-settings.tsx	209	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/settings/model-settings.tsx
notes/r10b-raw-shell-overlays.md	1493	use-gateway-boot.ts	325	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/gateway/hooks/use-gateway-boot.ts
notes/r10b-raw-shell-overlays.md	1493	store/boot.ts	83	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/store/boot.ts
notes/r10b-raw-shell-overlays.md	1493	gateway-connecting-overlay.tsx	66	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/components/gateway-connecting-overlay.tsx
notes/r10b-raw-shell-overlays.md	1493	boot-failure-overlay.tsx	62	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/components/boot-failure-overlay.tsx
notes/r10b-raw-shell-overlays.md	1493	boot-failure-reauth.ts	121	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/components/boot-failure-reauth.ts
notes/r10b-raw-shell-overlays.md	1493	boot-failure-overlay.tsx	251	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/components/boot-failure-overlay.tsx
notes/r10b-raw-shell-overlays.md	1534	DESIGN.md	213	AMBIGUOUS	gate-visible	2 个候选
notes/r10b-raw-shell-overlays.md	1537	overlay-view.tsx	73	UNIQUE-SUFFIX	gate-visible	apps/desktop/src/app/overlays/overlay-view.tsx
notes/r11a-raw-install-release.md	356	scripts/install.ps1	396	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	356	scripts/install.ps1	3934	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	380	scripts/install.ps1	107	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	381	scripts/install.ps1	86	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	392	scripts/install.ps1	2060	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	393	scripts/install.ps1	1247	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	426	node-bootstrap.sh	50	UNIQUE-SUFFIX	GATE-BLIND	scripts/lib/node-bootstrap.sh
notes/r11a-raw-install-release.md	764	scripts/install.ps1	418	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	765	scripts/install.ps1	1240	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	766	scripts/install.ps1	1611	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	938	scripts/install.ps1	3958	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	1293	scripts/install.ps1	1451	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	1293	scripts/install.ps1	384	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	1337	scripts/install.ps1	3597	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11a-raw-install-release.md	1427	scripts/install.ps1	1451	RESOLVED-BASELINE	GATE-BLIND	扩展名不在 CITE_EXTS 白名单上
notes/r11b-raw-backlog-light.md	270	debug.py	9	AMBIGUOUS	gate-visible	2 个候选
notes/r11b-raw-backlog-light.md	270	logs.py	9	AMBIGUOUS	gate-visible	2 个候选
notes/r11b-raw-backlog-light.md	481	oauth_flow.py	293	UNIQUE-SUFFIX	gate-visible	plugins/memory/honcho/oauth_flow.py
notes/r11b-raw-backlog-light.md	1516	cua_backend.py	946	UNIQUE-SUFFIX	gate-visible	tools/computer_use/cua_backend.py
notes/r11b-raw-chapter-anchors.md	279	r4-execution-environments.md	414	UNIQUE-SUFFIX	gate-visible	(本仓库) chapters/r4-execution-environments.md
notes/r11b-raw-chapter-anchors.md	280	r5-session-state-and-persistence.md	333	UNIQUE-SUFFIX	gate-visible	(本仓库) chapters/r5-session-state-and-persistence.md
notes/r11b-raw-chapter-anchors.md	281	r7b-platform-integration.md	332	UNIQUE-SUFFIX	gate-visible	(本仓库) chapters/r7b-platform-integration.md
notes/r11b-raw-chapter-anchors.md	282	r7b-platform-integration.md	380	UNIQUE-SUFFIX	gate-visible	(本仓库) chapters/r7b-platform-integration.md
notes/r11b-raw-notes-citation-cleanup.md	158	credential_pool.py	33	UNIQUE-SUFFIX	gate-visible	agent/credential_pool.py
notes/r11b-raw-notes-citation-cleanup.md	168	base.py	374	AMBIGUOUS	gate-visible	9 个候选
notes/r11b-raw-notes-citation-cleanup.md	179	__init__.py	1080	AMBIGUOUS	gate-visible	171 个候选
notes/r11b-raw-notes-citation-cleanup.md	248	approval.py	3754	UNIQUE-SUFFIX	gate-visible	tools/approval.py
notes/r11b-raw-notes-citation-cleanup.md	335	approval.py	3754	UNIQUE-SUFFIX	gate-visible	tools/approval.py
notes/r11b-raw-notes-citation-cleanup.md	364	mcp/client/auth/oauth2.py	66	NOT-IN-TREE	gate-visible	mcp/client/auth/oauth2.py
notes/r11b-raw-notes-citation-cleanup.md	365	mcp/client/auth/oauth2.py	337	NOT-IN-TREE	gate-visible	mcp/client/auth/oauth2.py
notes/r11b-raw-notes-citation-cleanup.md	366	mcp/client/auth/oauth2.py	270	NOT-IN-TREE	gate-visible	mcp/client/auth/oauth2.py
notes/r11b-raw-notes-citation-cleanup.md	395	base.py	374	AMBIGUOUS	gate-visible	9 个候选
notes/r11b-raw-notes-citation-cleanup.md	442	home/user/hermes-agent/website/docs/developer-guide/browser-supervisor.md	11	ABSPATH	gate-visible	home/user/hermes-agent/website/docs/developer-guide/browser-supervisor.md
notes/r11b-raw-notes-citation-cleanup.md	591	mcp/client/auth/oauth2.py	66	NOT-IN-TREE	gate-visible	mcp/client/auth/oauth2.py
notes/r11b-raw-rulings-census.md	230	media.py	92	UNIQUE-SUFFIX	gate-visible	gateway/relay/media.py
notes/r11b-raw-rulings-census.md	231	media.py	94	UNIQUE-SUFFIX	gate-visible	gateway/relay/media.py
notes/r11b-raw-rulings-census.md	407	cron-internals.md	73	AMBIGUOUS	gate-visible	2 个候选
notes/r11b-raw-rulings-census.md	775	tools.md	88	AMBIGUOUS	gate-visible	2 个候选
notes/r2-01-turn-loop.md	26	conversation_loop.py	324	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-01-turn-loop.md	73	conversation_loop.py	1444	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-01-turn-loop.md	76	conversation_loop.py	6412	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-01-turn-loop.md	161	conversation_loop.py	111	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-02-intervention.md	42	agent_runtime_helpers.py	3921	UNIQUE-SUFFIX	gate-visible	agent/agent_runtime_helpers.py
notes/r2-02-intervention.md	44	conversation_loop.py	1498	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-02-intervention.md	48	turn_finalizer.py	683	UNIQUE-SUFFIX	gate-visible	agent/turn_finalizer.py
notes/r2-02-intervention.md	63	conversation_loop.py	2420	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-02-intervention.md	66	conversation_loop.py	122	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-03-streaming.md	5	chat_completion_helpers.py	2528	UNIQUE-SUFFIX	gate-visible	agent/chat_completion_helpers.py
notes/r2-03-streaming.md	7	conversation_loop.py	2329	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-03-streaming.md	16	chat_completion_helpers.py	3028	UNIQUE-SUFFIX	gate-visible	agent/chat_completion_helpers.py
notes/r2-03-streaming.md	17	env-variables.md	802	NOT-IN-TREE	gate-visible	env-variables.md
notes/r2-03-streaming.md	29	agent-loop.md	108	AMBIGUOUS	gate-visible	2 个候选
notes/r2-03-streaming.md	63	chat_completion_helpers.py	2528	UNIQUE-SUFFIX	gate-visible	agent/chat_completion_helpers.py
notes/r2-05-tool-executor.md	14	tool_dispatch_helpers.py	116	UNIQUE-SUFFIX	gate-visible	agent/tool_dispatch_helpers.py
notes/r2-05-tool-executor.md	25	agent-loop.md	133	AMBIGUOUS	gate-visible	2 个候选
notes/r2-05-tool-executor.md	27	tool_executor.py	751	UNIQUE-SUFFIX	gate-visible	agent/tool_executor.py
notes/r2-05-tool-executor.md	48	tool_executor.py	2339	UNIQUE-SUFFIX	gate-visible	agent/tool_executor.py
notes/r2-06-turn-context-sidecar.md	12	turn_context.py	337	AMBIGUOUS	gate-visible	2 个候选
notes/r2-06-turn-context-sidecar.md	32	conversation_loop.py	475	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-06-turn-context-sidecar.md	45	turn_context.py	53	AMBIGUOUS	gate-visible	2 个候选
notes/r2-06-turn-context-sidecar.md	65	turn_context.py	173	AMBIGUOUS	gate-visible	2 个候选
notes/r2-13-turn-finalizer.md	9	turn_finalizer.py	1	UNIQUE-SUFFIX	gate-visible	agent/turn_finalizer.py
notes/r2-13-turn-finalizer.md	23	turn_finalizer.py	94	UNIQUE-SUFFIX	gate-visible	agent/turn_finalizer.py
notes/r2-13-turn-finalizer.md	30	turn_finalizer.py	141	UNIQUE-SUFFIX	gate-visible	agent/turn_finalizer.py
notes/r2-20-adapters.md	58	chat_completion_helpers.py	2687	UNIQUE-SUFFIX	gate-visible	agent/chat_completion_helpers.py
notes/r2-20-adapters.md	64	providers.py	34	UNIQUE-SUFFIX	gate-visible	hermes_cli/providers.py
notes/r2-20-adapters.md	114	transports/anthropic.py	251	UNIQUE-SUFFIX	gate-visible	agent/transports/anthropic.py
notes/r2-20-adapters.md	114	transports/anthropic.py	1	UNIQUE-SUFFIX	gate-visible	agent/transports/anthropic.py
notes/r2-20-adapters.md	187	providers.py	614	UNIQUE-SUFFIX	gate-visible	hermes_cli/providers.py
notes/r2-20-adapters.md	218	transports/anthropic.py	80	UNIQUE-SUFFIX	gate-visible	agent/transports/anthropic.py
notes/r2-20-adapters.md	219	anthropic_adapter.py	1849	UNIQUE-SUFFIX	gate-visible	agent/anthropic_adapter.py
notes/r2-20-adapters.md	219	transports/anthropic.py	117	UNIQUE-SUFFIX	gate-visible	agent/transports/anthropic.py
notes/r2-20-adapters.md	255	transports/anthropic.py	134	UNIQUE-SUFFIX	gate-visible	agent/transports/anthropic.py
notes/r2-20-adapters.md	296	conversation_loop.py	2229	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-20-adapters.md	296	transports/codex.py	621	UNIQUE-SUFFIX	gate-visible	agent/transports/codex.py
notes/r2-20-adapters.md	296	codex_responses_adapter.py	965	UNIQUE-SUFFIX	gate-visible	agent/codex_responses_adapter.py
notes/r2-20-adapters.md	298	transports/codex.py	193	UNIQUE-SUFFIX	gate-visible	agent/transports/codex.py
notes/r2-20-adapters.md	309	provider-runtime.md	139	AMBIGUOUS	gate-visible	2 个候选
notes/r2-20-adapters.md	338	agent_runtime_helpers.py	2284	UNIQUE-SUFFIX	gate-visible	agent/agent_runtime_helpers.py
notes/r2-20-adapters.md	373	anthropic_adapter.py	915	UNIQUE-SUFFIX	gate-visible	agent/anthropic_adapter.py
notes/r2-20-adapters.md	385	transports/chat_completions.py	450	UNIQUE-SUFFIX	gate-visible	agent/transports/chat_completions.py
notes/r2-20-adapters.md	404	providers.py	666	UNIQUE-SUFFIX	gate-visible	hermes_cli/providers.py
notes/r2-20-adapters.md	406	providers.py	652	UNIQUE-SUFFIX	gate-visible	hermes_cli/providers.py
notes/r2-20-adapters.md	415	providers.py	57	UNIQUE-SUFFIX	gate-visible	hermes_cli/providers.py
notes/r2-20-adapters.md	415	chat_completion_helpers.py	1188	UNIQUE-SUFFIX	gate-visible	agent/chat_completion_helpers.py
notes/r2-20-adapters.md	421	codex_responses_adapter.py	89	UNIQUE-SUFFIX	gate-visible	agent/codex_responses_adapter.py
notes/r2-20-adapters.md	425	provider-runtime.md	132	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	43	config_defaults.py	831	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	46	config_defaults.py	838	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	46	config_defaults.py	846	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	46	config_defaults.py	852	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	46	config_defaults.py	859	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	47	config_defaults.py	888	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	48	auxiliary_client.py	7517	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	52	auxiliary_client.py	3055	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	65	auxiliary_client.py	5391	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	143	auxiliary_client.py	5943	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	143	config_defaults.py	1029	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	218	model_metadata.py	2494	UNIQUE-SUFFIX	gate-visible	agent/model_metadata.py
notes/r2-21-auxiliary-metadata-pricing.md	239	conversation_loop.py	3310	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-21-auxiliary-metadata-pricing.md	245	model_metadata.py	134	UNIQUE-SUFFIX	gate-visible	agent/model_metadata.py
notes/r2-21-auxiliary-metadata-pricing.md	253	models_dev.py	39	UNIQUE-SUFFIX	gate-visible	agent/models_dev.py
notes/r2-21-auxiliary-metadata-pricing.md	283	usage_pricing.py	30	UNIQUE-SUFFIX	gate-visible	agent/usage_pricing.py
notes/r2-21-auxiliary-metadata-pricing.md	320	conversation_loop.py	3225	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-21-auxiliary-metadata-pricing.md	320	conversation_loop.py	3355	UNIQUE-SUFFIX	gate-visible	agent/conversation_loop.py
notes/r2-21-auxiliary-metadata-pricing.md	321	aux_accounting.py	105	UNIQUE-SUFFIX	gate-visible	agent/aux_accounting.py
notes/r2-21-auxiliary-metadata-pricing.md	321	auxiliary_client.py	8096	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	321	aux_accounting.py	43	UNIQUE-SUFFIX	gate-visible	agent/aux_accounting.py
notes/r2-21-auxiliary-metadata-pricing.md	322	moa_loop.py	578	UNIQUE-SUFFIX	gate-visible	agent/moa_loop.py
notes/r2-21-auxiliary-metadata-pricing.md	322	codex_runtime.py	143	UNIQUE-SUFFIX	gate-visible	agent/codex_runtime.py
notes/r2-21-auxiliary-metadata-pricing.md	322	insights.py	66	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	334	account_usage.py	283	UNIQUE-SUFFIX	gate-visible	agent/account_usage.py
notes/r2-21-auxiliary-metadata-pricing.md	344	provider-runtime.md	196	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	350	auxiliary_client.py	5437	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	350	fallback-providers.md	14	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	350	provider-runtime.md	148	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	350	config_defaults.py	831	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-21-auxiliary-metadata-pricing.md	350	auxiliary_client.py	541	UNIQUE-SUFFIX	gate-visible	agent/auxiliary_client.py
notes/r2-21-auxiliary-metadata-pricing.md	355	session-storage.md	154	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	356	cli-commands.md	174	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	378	provider-runtime.md	196	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	378	fallback-providers.md	14	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	379	provider-runtime.md	148	AMBIGUOUS	gate-visible	2 个候选
notes/r2-21-auxiliary-metadata-pricing.md	379	config_defaults.py	831	UNIQUE-SUFFIX	gate-visible	hermes_cli/config_defaults.py
notes/r2-22-credential-pool.md	173	agent_runtime_helpers.py	897	UNIQUE-SUFFIX	gate-visible	agent/agent_runtime_helpers.py
notes/r2-22-credential-pool.md	214	credential_pool.py	2063	UNIQUE-SUFFIX	gate-visible	agent/credential_pool.py
notes/r2-22-credential-pool.md	274	credential_pool.py	127	UNIQUE-SUFFIX	gate-visible	agent/credential_pool.py
notes/r2-22-credential-pool.md	470	auth.py	1681	AMBIGUOUS	gate-visible	5 个候选
notes/r2-22-credential-pool.md	470	credential_pool.py	1838	UNIQUE-SUFFIX	gate-visible	agent/credential_pool.py
